geneid,iDUX4_logFC,iDUX4_logCPM,iDUX4_LR,iDUX4_pval,iDUX4_fdr,hl.ratio,area,protein.length,rep,IQR,QCoD,count,mean,sd,zscore,pval
CCDC152,-0.59105415,3.225954621,2.130252251,0.144416988,0.193149021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA9,-0.59132279,4.300204558,4.955226543,0.026011917,0.042061307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFI2,-0.591442493,2.284156335,0.904690039,0.341527244,0.405912159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGFR,-0.59190043,5.24332105,9.913947016,0.00164031,0.003408781,-0.636683457,256161.3389,677,3.409090909,0.995585172,-1.563705104,22,6.28E-04,0.172738727,-3.689451215,2.25E-04
DYNLRB1,-0.592290614,5.782010821,14.58055163,1.34E-04,3.35E-04,0.408200204,705566.0044,148,3,0,0,1,0.164669713,2.222399106,0.109579998,0.912742474
LSMD1,-0.592414606,4.33217443,5.094773818,0.023998044,0.039085652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CKAP4,-0.592564677,7.94736736,65.53113394,5.72E-16,4.03E-15,-0.046494897,2194724.984,602,3.491551459,0.572677612,-12.31699926,651,6.10E-04,0.031374325,-1.501378657,0.133257651
HDDC2,-0.592831732,5.257726943,10.04799963,0.001525135,0.00318632,-0.677718022,1073379.073,204,3.5,0.515774457,-0.761045804,2,-0.04495807,1.519019918,-0.416558034,0.67700171
FTL,-0.593094451,9.130107415,106.7431575,5.07E-25,5.73E-24,-0.491704297,1166243.949,175,3.6,0.724070097,-1.472572238,15,0.011933325,0.234532243,-2.14741314,0.031760405
ECE1,-0.593411995,7.409490329,45.50206552,1.52E-11,8.00E-11,-1.009602645,496550.2227,770,3.2,1.21687547,-1.205301388,15,0.003749796,0.221438571,-4.576223719,4.73E-06
ATP5D,-0.59344381,4.993643631,8.320045321,0.003920994,0.007551843,0.041712012,4933178.432,168,3.625,0.309854819,7.428431418,8,-0.004709125,0.296018876,0.156818166,0.875388156
GPM6B,-0.594186402,2.176928196,0.816401483,0.366234393,0.430478585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIGN,-0.594234809,5.155057088,9.375732424,0.002198768,0.004453596,0.393438167,62529.13477,931,3,0,0,1,-0.011722042,1.950739578,0.207695693,0.835466581
FAM172A,-0.594401649,5.24561774,10.01235803,0.001554933,0.003242445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NABP2,-0.59468409,4.273482966,4.911975814,0.026671116,0.043001381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLYCTK,-0.594699548,2.611071925,1.257736108,0.26208005,0.323310972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC2L,-0.594854322,4.305994969,5.035813324,0.024828426,0.040292325,0.584009114,706722.7329,241,4,0.592182783,1.01399579,2,0.074874208,1.422843044,0.357829283,0.720471075
SCARB1,-0.594886939,2.870034089,1.591404599,0.20712557,0.263403569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C19orf48,-0.595004361,5.34788867,10.79759399,0.001016321,0.002191482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FUT4,-0.5950049,3.292236403,2.280323202,0.131024567,0.177389576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM120C,-0.5950153,2.942947544,1.69696834,0.19268493,0.247551561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL5A2,-0.595018015,9.380941036,143.0129705,5.84E-33,8.74E-32,-0.256221628,804976.3105,1499,3.53125,1.348403774,-5.262646192,32,-5.03E-04,0.146487376,-1.745668766,0.080868526
PCDHGB7,-0.595112341,3.71442893,3.202741605,0.073514937,0.106517352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARS2,-0.595134432,5.297564709,10.4192192,0.001247106,0.002640407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP2A2,-0.595478048,6.077618137,18.15568026,2.04E-05,5.74E-05,-0.921905628,675578.4375,939.3333333,3,1.918165273,-2.080652526,3,-0.007473487,0.774040395,-1.181375219,0.237453698
SRA1,-0.595591919,4.807804371,7.318616995,0.006824391,0.012554937,-0.945840222,917189.3232,236,3.333333333,1.085692908,-1.147860794,6,0.006806625,0.372181729,-2.559628192,0.01047842
SDHC,-0.595692596,6.309593745,21.37866504,3.77E-06,1.18E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTH1,-0.595707224,5.359528316,10.91315893,9.55E-04,0.002071026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDAH1,-0.596062505,7.817844,60.69677751,6.66E-15,4.39E-14,-0.130098119,773808.3096,285,3.520833333,0.882715249,-6.784996239,48,-0.002108444,0.113212482,-1.130526188,0.25825457
R3HDM4,-0.59608665,4.920173787,7.957514057,0.004788814,0.009079401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF48,-0.596107735,3.150776308,2.034366446,0.153778249,0.204147512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMBR1L,-0.596508903,3.916612409,3.765942231,0.05230638,0.078598597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZBTB8OS,-0.59655081,3.428172115,2.560995194,0.109529615,0.15142544,0.216086598,563277.5146,179,3.333333333,0.578472332,2.677039381,3,0.0456543,0.780692066,0.218309248,0.827188169
UBE2O,-0.597177533,4.977179491,8.324156318,0.00391213,0.007538355,0.045565769,526720.5625,1292,3.592592593,0.746731809,16.3879997,27,-0.007892184,0.154847857,0.345228883,0.729922307
SLC4A8,-0.597564258,2.596667018,1.252548877,0.263066213,0.324297142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYNJ2BP,-0.597650544,5.341157609,10.83855536,9.94E-04,0.00214772,0.148894892,615468.5117,145,3.555555556,0.740089955,4.97055303,9,0.004396339,0.294274814,0.491032686,0.62340333
RELA,-0.597711976,6.303087235,21.42518802,3.68E-06,1.15E-05,-0.501237716,891311.7715,456.0909091,3.454545455,1.0586967,-2.112164879,33,-0.004949957,0.142843249,-3.474352225,5.12E-04
WRNIP1,-0.597779002,5.564940801,12.72459094,3.61E-04,8.44E-04,1.183708001,68131.47656,665,4,0,0,1,0.185076652,2.188103295,0.456391319,0.648108607
TEAD1,-0.597937713,8.219586589,80.21115283,3.36E-19,2.91E-18,-0.521087654,442261.7344,426,3,0.263747827,-0.506148677,3,0.072924466,0.751409841,-0.790530131,0.429218233
NPDC1,-0.597971089,3.874599416,3.662985214,0.055633869,0.08301371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUSP1,-0.598077293,6.640688477,27.15312148,1.88E-07,6.77E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCLT1,-0.598163882,3.704575451,3.20984476,0.073196428,0.106144163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC124,-0.598218602,5.388901984,11.23688297,8.02E-04,0.00176381,-0.092411343,2324532.516,223,3.421052632,0.529983311,-5.735046104,19,-0.001233165,0.197684437,-0.461230937,0.644632928
RAB1B,-0.599036891,7.635399246,54.11550995,1.89E-13,1.13E-12,-0.083674014,621383.6345,201,3.522727273,0.568595112,-6.795360747,44,-0.0057138,0.121218164,-0.6431397,0.520133456
ATP5S,-0.599209628,2.59621322,1.258820229,0.261874523,0.323090218,-0.283115357,1146991.381,215,4,0,0,1,0.089071945,2.19351962,-0.169675848,0.865265069
FBXO9,-0.599496097,5.467233046,11.93452548,5.51E-04,0.001246542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRPL51,-0.599623316,6.117088007,18.92089493,1.36E-05,3.94E-05,-1.425894771,485726.3945,128,3,0,0,1,0.07768149,1.984083274,-0.75781913,0.448559268
POP1,-0.599627549,4.241423385,4.873402622,0.027273673,0.043897178,-0.036855937,216979.6138,1024,3.166666667,0.820277452,-22.25631764,6,0.00287417,0.370144191,-0.107336839,0.91452176
MITD1,-0.599787497,3.629422537,3.041235383,0.08117412,0.115983476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLG5,-0.599888229,6.23874948,20.62880776,5.58E-06,1.70E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMTS6,-0.599953954,4.906865777,7.982022777,0.004724412,0.008971291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARSD,-0.600333986,4.643966697,6.591692967,0.010245569,0.018151129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XG,-0.600413978,3.734221667,3.309773706,0.068868975,0.100601177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGCB,-0.600428429,7.220005749,40.87204664,1.63E-10,7.91E-10,0.223480081,668718.7754,318,3,1.10667583,4.952011047,3,0.039393207,0.664829034,0.276893554,0.781861842
FURIN,-0.600908721,6.640388857,27.40329443,1.65E-07,5.97E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM69,-0.600946888,4.006394946,4.094383669,0.043025914,0.06598284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERC3,-0.601068983,5.54373202,12.6696493,3.72E-04,8.66E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASF1A,-0.601077382,4.683344692,6.801710867,0.009107056,0.016331701,0.033039562,1522485.49,204,3.75,1.126533666,34.0965077,4,-0.010923934,0.559309357,0.078603184,0.937348255
C11orf80,-0.601253726,2.412752105,1.062889761,0.302557022,0.365964832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMARCE1,-0.601476361,6.80022709,30.67712063,3.05E-08,1.20E-07,-0.622168874,652372.8984,411,3.4,0.647074658,-1.040030586,5,0.004980414,0.443075843,-1.415444552,0.156938195
RBMS2,-0.601789124,6.177067524,19.87565512,8.26E-06,2.46E-05,-1.716133327,934904.2031,407,3.5,2.010763653,-1.171682655,6,0.002802417,0.383233048,-4.485353627,7.28E-06
ZCRB1,-0.601905375,4.785691448,7.351620563,0.006700233,0.012345208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNRF2,-0.603293586,2.869334654,1.634716922,0.201051871,0.256835049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP5B1,-0.603307084,3.076223178,1.955680749,0.161976009,0.213445185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZFYVE26,-0.603401299,4.870823157,7.862971163,0.005045741,0.009529363,-0.04581721,356478.4844,2539,3,0,0,1,0.052200639,2.218032078,-0.044191358,0.964751871
MRPS21,-0.603517073,5.077178726,9.13639567,0.002505742,0.005017677,-0.111145535,520247.8984,87,3.333333333,2.308225602,-20.7675964,3,-0.005450474,0.752347418,-0.140487039,0.888275193
OLFML3,-0.603527772,9.122573963,113.8442428,1.41E-26,1.69E-25,-1.067114859,401232.4531,406,3.307692308,1.651725351,-1.547842144,13,-0.007788546,0.239478921,-4.423463698,9.71E-06
COA4,-0.603656089,5.065875374,9.065949977,0.002604132,0.005189904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCNN1A,-0.603717386,1.683140209,0.468889106,0.493498676,0.556444936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCL,-0.603885949,8.828445329,113.4926969,1.68E-26,2.01E-25,-0.061287342,2669881.875,1134,3.506892895,0.729675282,-11.90580722,943,-1.96E-04,0.025218623,-2.422474688,0.0154152
COPS6,-0.604170577,6.444954546,24.16280233,8.85E-07,2.98E-06,-0.082035423,607261.1055,327,3.391304348,0.992692182,-12.10077477,46,-0.007775457,0.119618888,-0.620804688,0.534728138
GEMIN6,-0.604682294,3.084781315,1.978696439,0.159527802,0.210652953,0.073943085,920994.1797,167,3.333333333,0.659835649,8.923561289,3,0.057407615,0.804697645,0.020548674,0.983605684
PCDHGB3,-0.604932978,1.543278039,0.386221039,0.534292503,0.594609538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RP4-559A3.7,-0.605112634,1.541987036,0.385727698,0.534553698,0.594845756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJA3,-0.605492283,5.251270626,10.42574852,0.001242705,0.002631547,-0.334260598,1284034.92,480,3.166666667,1.007674881,-3.014638539,6,0.020990137,0.389102138,-0.913001241,0.361241889
PTGES3,-0.605518406,8.116787982,76.68963258,2.00E-18,1.63E-17,-0.032720036,1599947.143,160,3.411764706,0.633883877,-19.37295808,85,-0.001069162,0.088138124,-0.359105369,0.719516266
BDH2,-0.605817967,4.72456433,7.119880785,0.007623378,0.013883292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AKAP7,-0.605882521,2.383807224,1.048694507,0.305807945,0.369382448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLQ,-0.60602596,4.567340757,6.346035736,0.01176439,0.020607604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DONSON,-0.60605882,4.6647662,6.819141141,0.009018593,0.016184999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMOD1,-0.606092038,2.444254248,1.113666025,0.291286422,0.353810979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NECAB1,-0.606483364,2.356185841,1.022237226,0.31198892,0.375542219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAMP1,-0.606863694,5.239318837,10.38201811,0.001272485,0.002689923,-0.848845134,496272.5176,812,3.333333333,0.697543166,-0.82175551,6,-4.86E-04,0.409509119,-2.071647905,0.038298289
FOXP1,-0.606930172,4.402321668,5.63070749,0.017648507,0.029633596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WDR70,-0.607021942,4.302680826,5.227432501,0.022233328,0.036460619,-0.28409916,795735.3906,654,3,0.5113079,-1.799751534,2,0.026700229,1.421739914,-0.218604955,0.826957793
CDK16,-0.607397288,6.900610441,33.52751857,7.03E-09,2.95E-08,-0.048196849,303156.2454,570,3.5,0.393168289,-8.157551766,2,0.099107719,1.488139252,-0.098985742,0.921149591
CRBN,-0.607511827,4.397715285,5.621365947,0.017742815,0.029779608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F8A3,-0.607603466,2.610177245,1.310675417,0.252272404,0.312926938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B9D2,-0.608066775,2.235063223,0.90822974,0.340584558,0.404870934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORMDL2,-0.608106162,4.027056906,4.257281435,0.039082419,0.060584977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DTNB,-0.60811556,2.720480414,1.453525481,0.227963101,0.287139014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILDR2,-0.608121934,1.491078925,0.360526481,0.548213987,0.607322367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESD,-0.608506774,6.548237252,26.33735368,2.87E-07,1.02E-06,0.129407117,925217.1387,282,3.516853933,0.626297502,4.839745431,89,-0.005202412,0.083977489,1.602923958,0.108951444
TSPAN4,-0.608537645,6.662996257,28.53327612,9.21E-08,3.44E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGRN,-0.608703599,4.90632938,8.208067354,0.004170455,0.007999413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRIP10,-0.608847464,5.818974649,15.79866094,7.05E-05,1.84E-04,-0.302988188,382112.2144,601,3.5,1.940623559,-6.404947899,18,-0.003371538,0.199969242,-1.498313675,0.134051773
TMEM186,-0.609253709,2.845297955,1.63161184,0.201480253,0.257301164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBPL1A,-0.609346249,3.620548409,3.115351321,0.077557752,0.111669566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORC2,-0.609406348,4.489859946,6.057326777,0.013848716,0.02384375,-0.533804799,161881.3125,577,3,0,0,1,0.067179985,2.057310242,-0.292121612,0.770193643
FAM111A,-0.609539086,5.550545047,13.08647378,2.97E-04,7.02E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCTD20,-0.610177836,6.886976964,33.51313431,7.08E-09,2.97E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBPF24,-0.61024195,2.224043769,0.904188134,0.341661195,0.406031661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRPS33,-0.610271544,4.027323072,4.288131498,0.038379322,0.05959385,-0.289127585,1390266.129,106,3.333333333,0.331005463,-1.144842209,3,0.040489678,0.721975603,-0.456549033,0.64799522
FOXP4,-0.610387404,4.047529142,4.356675327,0.036864184,0.057476161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AHSA2,-0.610434022,4.531602417,6.269190589,0.012285525,0.02141554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC23A3,-0.610541462,2.369551719,1.049752797,0.305564027,0.369196473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF507,-0.610562858,4.687945492,7.038367609,0.007978171,0.014465196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TADA1,-0.610605019,2.480753184,1.170771168,0.279242843,0.341365459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAK1,-0.610677617,4.163987594,4.764437711,0.029053548,0.046466563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAN1B1,-0.611060154,6.136589865,19.90598871,8.13E-06,2.43E-05,-0.813509474,602923.814,702,3.5,0.942155024,-1.158136512,8,-0.007591438,0.313298303,-2.572366424,0.010100592
NGFR,-0.611179532,8.023172885,73.309365,1.11E-17,8.68E-17,-2.081177035,352292.6914,427,3,0,0,1,0.154861224,2.216750999,-1.008700689,0.313118201
C21orf59,-0.611521876,4.468309413,6.001988411,0.014289764,0.024510893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALDOA,-0.611548624,10.56339633,214.065867,1.78E-48,4.24E-47,0.135110715,4163693.031,418,3.467153285,0.805035172,5.958336995,137,-9.26E-04,0.067230607,2.023435662,0.043028251
NFX1,-0.612180327,5.30139108,11.04317985,8.90E-04,0.001940746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STAU2,-0.61219786,4.632188445,6.791052286,0.009161589,0.016407708,-5.931306875,448553.8438,570,3,0,0,1,0.127066662,2.373338566,-2.552679851,0.01068977
QRICH2,-0.612238008,1.61192399,0.436847093,0.508648168,0.570619791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF2AK1,-0.613325294,6.603017782,27.78994577,1.35E-07,4.94E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REEP6,-0.613451566,1.565480872,0.410171705,0.521882368,0.582826183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTPAL,-0.613478193,4.502649172,6.195399543,0.012808281,0.022208937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACOT7,-0.61356174,5.821667237,16.07195247,6.10E-05,1.61E-04,-0.014817912,755283.8086,380,3.49,0.963793324,-65.04245009,100,-0.002515974,0.080644455,-0.152545367,0.878756812
KIAA0101,-0.613668085,5.480607492,12.61377371,3.83E-04,8.90E-04,0.884094442,242643.4067,115,3.333333333,0.246728929,0.279075308,3,0.008665545,0.696150016,1.257529092,0.208562111
FDPS,-0.613669482,6.336073963,23.08978954,1.55E-06,5.07E-06,-0.118466662,1448413.25,419,3.553846154,0.623227504,-5.260783853,65,2.41E-04,0.101496805,-1.169572493,0.242173052
LRR1,-0.614093983,3.923935966,4.009175403,0.045253278,0.069032831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2U1,-0.614362869,4.853066193,8.04025865,0.0045749,0.008711878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RP11-419C5.2,-0.614469048,2.100930429,0.803629963,0.370010281,0.434496664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PODXL,-0.614807396,5.735917501,15.18364182,9.75E-05,2.50E-04,-1.310034588,910103.4688,560,3.727272727,0.981731292,-0.749393414,11,-0.001600211,0.251205704,-5.208617307,1.90E-07
PWP2,-0.61483977,4.784769443,7.660872989,0.005643119,0.010572151,0.84794193,175447.5273,919,3.578947368,1.716509906,2.024324832,19,-0.002968816,0.184933632,4.601168209,4.20E-06
PRRC2A,-0.614880744,7.984652657,72.2674238,1.88E-17,1.45E-16,-0.991880444,444574.4414,2157,3.473684211,1.691161643,-1.705005532,19,-0.005186526,0.194124875,-5.082779406,3.72E-07
PRDM15,-0.615047103,3.48269493,2.842071021,0.091825792,0.129467869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUS1L,-0.615219483,4.607994956,6.735522659,0.009451154,0.016861702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUBE1,-0.615318992,2.837547687,1.652156658,0.198665652,0.254214234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP6V1F,-0.615553979,5.040827052,9.250398984,0.002354441,0.004739688,0.160148531,1302781.234,147,3.428571429,0.414487257,2.588142732,7,0.001345251,0.354347115,0.448157395,0.654039608
ZBTB22,-0.615588395,3.795478055,3.647313633,0.056159725,0.083726414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSRA,-0.615594823,2.901299726,1.749498831,0.185939749,0.240226863,-0.319435707,619201.375,235,3.333333333,1.206100546,-3.77572237,3,0.053884662,0.711679514,-0.524562478,0.599887377
FBXO18,-0.615604541,5.857245793,16.58876481,4.64E-05,1.25E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDFIC,-0.615640188,5.618907654,14.00769109,1.82E-04,4.46E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF605,-0.615721664,3.971023049,4.179362804,0.040919082,0.063134228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRA10AC1,-0.616201369,4.313367048,5.426940195,0.019828392,0.032880505,-0.364788301,491185.2773,315,3,0,0,1,0.223429168,2.06976124,-0.284195808,0.776260328
CEBPD,-0.616624727,4.92412076,8.528483174,0.00349631,0.006792016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSN,-0.616736671,9.253728786,146.4669417,1.03E-33,1.57E-32,-0.150482048,3026897.569,735.125,3.375,0.701342775,-4.660640833,8,0.003371409,0.300483105,-0.512020322,0.608636787
EPHX1,-0.616821427,4.02710833,4.378136962,0.036402766,0.056851551,-0.191461155,1276009.188,455,3.583333333,0.606248572,-3.166431194,24,0.00150021,0.164228547,-1.174956291,0.240012203
ALDOC,-0.616905201,5.979940143,18.16386753,2.03E-05,5.72E-05,0.029665187,1820538.219,364,3.517426273,0.63491857,21.40281678,373,0.001174996,0.039974525,0.712708698,0.476026033
DENND6A,-0.617241326,4.242047713,5.16107433,0.023098605,0.037757335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOC4,-0.617307481,6.146891617,20.45724516,6.10E-06,1.85E-05,-0.048225002,376399.8271,974,3.5,1.406593184,-29.16730157,68,-0.003185533,0.096255986,-0.467913438,0.639846493
PDE8B,-0.617346732,1.944506649,0.679755006,0.4096711,0.473791838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C17orf89,-0.617373963,3.879770497,3.916014291,0.047828146,0.07248767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RP11-59H1.3,-0.617536263,1.84182461,0.601310685,0.438078377,0.501681051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMIM15,-0.61784795,5.822582391,16.29916428,5.41E-05,1.44E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC31A1,-0.618067,5.379162306,11.8981266,5.62E-04,0.001269743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF713,-0.618417447,1.780780087,0.558678112,0.454793342,0.518231813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPRD1A,-0.618499485,5.585745484,13.80703319,2.03E-04,4.91E-04,-0.007012568,626527.6953,312,3.166666667,0.590290229,-84.17603975,6,0.009992519,0.396033724,-0.042938483,0.965750572
GAPDH,-0.618590395,12.73943239,172.9129204,1.71E-39,3.19E-38,-0.177615404,3382747.474,335,3.985,0.724971699,-4.081693834,600,-9.31E-04,0.032356982,-5.460486283,4.75E-08
ZNF554,-0.618591944,2.185616144,0.891948316,0.344949878,0.409140073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARS,-0.61864689,5.667733689,14.64303424,1.30E-04,3.26E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIBIN,-0.618711056,1.554091996,0.410233886,0.521850818,0.582826183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PARN,-0.618773458,4.993435216,9.02991971,0.002655961,0.005280211,-0.474045019,826897.2266,639,3,0,0,1,0.078577235,2.105808407,-0.262427604,0.792991793
MPZL1,-0.618917548,6.11279429,20.07325418,7.45E-06,2.24E-05,-0.620243102,845898.0586,269,3.6,0.784184011,-1.264317183,5,0.025598195,0.460458737,-1.402604068,0.160734938
MEA1,-0.619384491,5.787971246,15.9844101,6.39E-05,1.68E-04,-0.540608311,511191.4531,185,3,0,0,1,0.096848614,2.1045514,-0.302894443,0.761970306
RAB11FIP2,-0.619405729,4.2235012,5.124087071,0.02359598,0.038492681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFE2L1,-0.619715577,8.304135615,91.08894648,1.37E-21,1.36E-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LRRC37B,-0.620209604,2.06759992,0.789058842,0.374384863,0.438912809,-4.711810224,93401.33594,974,4,0,0,1,0.106506102,2.107557002,-2.286209256,0.02224202
RBBP4,-0.620309461,6.978394116,36.87572232,1.26E-09,5.65E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCC3,-0.620506065,4.842001045,8.132826081,0.004347094,0.008306701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STT3A,-0.620746663,7.74523874,62.55058582,2.60E-15,1.76E-14,-0.102837255,1801371.176,705,3.524691358,0.69765972,-6.784114601,162,8.73E-04,0.062705055,-1.653930734,0.098141587
DEF8,-0.621174607,5.136676776,10.09250306,0.001488737,0.003116708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HDGFRP2,-0.621265293,5.771359407,15.8906546,6.71E-05,1.76E-04,-0.273379158,1191560.565,671,3.47826087,0.960444725,-3.513233166,23,-0.00449724,0.179807443,-1.495388144,0.134813173
DDX11,-0.62134396,4.46842229,6.19313075,0.012824711,0.022231084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUN1,-0.622163127,7.405867141,49.80380133,1.70E-12,9.60E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMTS5,-0.622340605,4.398923463,5.900132737,0.015139744,0.025820624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP400,-0.622513772,5.708063776,15.25417194,9.40E-05,2.41E-04,-0.527376558,112224.1855,3159,3.5,2.214013418,-4.198164263,2,0.112007216,1.480308716,-0.431925967,0.665795221
MAPKAPK5,-0.623173718,4.350944487,5.706626632,0.016900986,0.028509435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
